240	5	23.88	11.78
240	6	10.23	9.58
240	7	24.84	13.22
240	8	8.67	10.34
240	9	25.64	14.69
240	10	7.27	11.68
240	11	26.44	16.16
240	12	5.58	12.33
240	13	27.24	17.63
240	14	3.96	12.95
240	15	28.07	19.15
240	16	2.24	13.46
240	17	28.8	20.53
240	18	1.01	14
250	1	22.12	9.21
250	2	14.19	8.25
250	3	22.33	10.04
250	4	1.76	2.18
250	5	23.44	11.27
250	6	10.83	9.29
250	7	24.51	12.63
250	8	9.27	10.05
250	9	25.32	14.1
250	10	7.9	11.45
250	11	26.12	15.57
250	12	6.21	12.09
250	13	26.92	17.04
250	14	4.58	12.71
250	15	27.75	18.57
250	16	2.83	13.18
250	17	28.53	20.01
250	18	1.34	13.9
260	1	21.59	9.03
260	2	14.86	8.3
260	3	22.42	9.63
260	4	1.75	1.79
260	5	22.99	10.78
260	6	11.44	9
260	7	24.13	12.09
260	8	9.87	9.76
260	9	25	13.51
260	10	8.52	11.21
260	11	25.8	14.98
260	12	6.84	11.85
260	13	26.6	16.45
260	14	5.21	12.48
260	15	27.43	17.98
260	16	3.42	12.89
260	17	28.23	19.44
260	18	1.87	13.72
260	19	28.91	20.76
270	1	21	9.03
270	2	15.52	8.36
270	3	22.32	9.34
270	4	1.75	1.69
270	5	22.53	10.29
270	6	12.04	8.71
270	7	23.7	11.57
270	8	10.47	9.47
270	9	24.68	12.92
270	10	9.15	10.96
270	11	25.48	14.39
270	12	7.46	11.61
270	13	26.28	15.87
270	14	5.84	12.24
270	15	27.11	17.39
270	16	4.03	12.6
270	17	27.91	18.86
270	18	2.47	13.5
270	19	28.67	20.28
270	20	1.1	13.98
280	1	20.57	9.36
280	2	16.19	8.42
280	3	21.89	9.12
280	4	1.75	1.71
280	5	22.28	9.82
280	6	12.64	8.41
280	7	23.26	11.08
280	8	11.08	9.17
280	9	24.33	12.35
280	10	9.77	10.72
280	11	25.16	13.81
280	12	8.09	11.37
280	13	25.96	15.28
280	14	6.46	12
280	15	26.79	16.81
280	16	4.63	12.31
280	17	27.59	18.28
280	18	3.08	13.27
280	19	28.38	19.73
280	20	1.54	13.84
280	21	28.98	20.93
290	1	20.17	9.78
290	2	16.85	8.49
290	3	21.3	8.99
290	4	1.76	1.77
290	5	22.43	9.47
290	6	13.17	8.46
290	7	22.81	10.58
290	8	11.68	8.88
290	9	23.92	11.83
290	10	10.39	10.47
290	11	24.84	13.22
290	12	8.71	11.13
290	13	25.64	14.69
290	14	7.09	11.76
290	15	26.47	16.22
290	16	5.23	12.01
290	17	27.27	17.69
290	18	3.71	13.04
290	19	28.07	19.15
290	20	2.11	13.63
290	21	28.8	20.53
300	1	19.89	10.33
300	2	17.52	8.56
300	3	20.78	9.17
300	4	1.76	1.83
300	5	22.14	9.23
300	6	13.58	8.85
300	7	22.37	10.09
300	8	12.28	8.59
300	9	23.48	11.32
300	10	11.02	10.23
300	11	24.51	12.63
300	12	9.34	10.89
300	13	25.32	14.1
300	14	7.71	11.52
300	15	26.15	15.63
300	16	5.83	11.72
300	17	26.95	17.1
300	18	4.33	12.81
300	19	27.75	18.57
300	20	2.71	13.41
300	21	28.53	20.01
300	22	1.21	13.95
310	1	19.87	10.94
310	2	18.19	8.62
310	3	20.38	9.54
310	4	1.76	1.88
310	5	21.62	9.05
310	6	13.94	9.34
310	7	22.4	9.67
310	8	12.87	8.37
310	9	23.03	10.83
310	10	11.64	9.99
310	11	24.13	12.09
310	12	9.96	10.64
310	13	25	13.51
310	14	8.34	11.28
310	15	25.83	15.04
310	16	6.44	11.43
310	17	26.63	16.51
310	18	4.96	12.57
310	19	27.43	17.98
310	20	3.33	13.18
310	21	28.23	19.44
310	22	1.7	13.78
310	23	28.93	20.8
320	1	19.99	11.57
320	2	18.85	8.69
320	3	20.01	10.02
320	4	1.76	1.91
320	5	21.03	9.03
320	6	14.42	9.74
320	7	22.35	9.36
320	8	13.34	8.59
320	9	22.58	10.34
320	10	12.25	9.75
320	11	23.7	11.57
320	12	10.58	10.4
320	13	24.68	12.92
320	14	8.96	11.04
320	15	25.51	14.45
320	16	7.04	11.13
320	17	26.31	15.92
320	18	5.58	12.33
320	19	27.11	17.39
320	20	3.96	12.95
320	21	27.91	18.86
320	22	2.29	13.57
320	23	28.7	20.33
320	24	1.01	14
330	1	20.2	12.2
330	2	19.52	8.76
330	3	19.82	10.61
330	4	1.76	1.94
330	5	20.6	9.35
330	6	14.83	10.25
330	7	21.94	9.11
330	8	13.73	9.04
330	9	22.26	9.86
330	10	12.2	9.39
330	11	23.26	11.08
330	12	11.21	10.16
330	13	24.33	12.35
330	14	9.58	10.79
330	15	25.19	13.86
330	16	7.64	10.84
330	17	25.99	15.34
330	18	6.21	12.09
330	19	26.79	16.81
330	20	4.58	12.71
330	21	27.59	18.28
330	22	2.9	13.34
330	23	28.41	19.79
330	24	1.33	13.88
330	25	28.99	20.96
340	1	20.4	12.73
340	2	20.19	8.82
340	3	19.78	11.25
340	4	1.76	1.96
340	5	20.18	9.75
340	6	15.22	10.78
340	7	21.37	8.91
340	8	14.12	9.5
340	9	22.44	9.51
340	10	12.44	9.13
340	11	22.81	10.58
340	12	11.83	9.92
340	13	23.92	11.83
340	14	10.21	10.55
340	15	24.87	13.28
340	16	8.24	10.55
340	17	25.67	14.75
340	18	6.84	11.85
340	19	26.47	16.22
340	20	5.21	12.48
340	21	27.27	17.69
340	22	3.52	13.11
340	23	28.1	19.21
340	24	1.84	13.65
340	25	28.82	20.58
350	1	20.36	12.93
350	2	20.43	8.93
350	3	19.81	11.91
350	4	1.76	1.97
350	5	19.85	10.28
350	6	15.62	11.32
350	7	21.17	8.72
350	8	14.59	9.94
350	9	22.18	9.31
350	10	12.95	9
350	11	22.37	10.09
350	12	12.33	9.68
350	13	23.48	11.32
350	14	10.83	10.3
350	15	24.55	12.69
350	16	8.85	10.26
350	17	25.35	14.16
350	18	7.46	11.61
350	19	26.15	15.63
350	20	5.84	12.24
350	21	26.95	17.1
350	22	4.14	12.88
350	23	27.78	18.63
350	24	2.41	13.38
350	25	28.56	20.06
350	26	1.1	13.98
360	1	20.28	12.97
360	2	20.5	9.06
360	3	19.85	12.56
360	4	1.76	1.98
360	5	19.52	10.85
360	6	16.01	11.86
360	7	21.11	8.52
360	8	14.95	10.48
360	9	21.69	9.09
360	10	13.57	8.97
360	11	22.4	9.7
360	12	12.22	9.35
360	13	23.03	10.83
360	14	11.45	10.06
360	15	24.17	12.14
360	16	9.45	9.96
360	17	25.03	13.57
360	18	8.09	11.37
360	19	25.83	15.04
360	20	6.46	12
360	21	26.63	16.51
360	22	4.77	12.64
360	23	27.47	18.04
360	24	3.01	13.09
360	25	28.26	19.5
360	26	1.54	13.84
360	27	28.93	20.8
370	1	20.46	13.13
370	2	20.74	9.19
370	3	19.64	13.02
370	4	1.76	1.99
370	5	19.19	11.42
370	6	16.41	12.4
370	7	20.66	8.31
370	8	15.24	11.07
370	9	21.29	8.94
370	10	14.06	9.24
370	11	22.36	9.43
370	12	12.56	9.17
370	13	22.58	10.34
370	14	12.07	9.82
370	15	23.75	11.63
370	16	10.05	9.67
370	17	24.71	12.98
370	18	8.71	11.13
370	19	25.51	14.45
370	20	7.09	11.76
370	21	26.31	15.92
370	22	5.4	12.4
370	23	27.15	17.45
370	24	3.61	12.8
370	25	27.94	18.92
370	26	2.11	13.63
370	27	28.7	20.33
380	1	20.33	13.14
380	2	20.71	9.3
380	3	19.59	13.58
380	4	1.76	1.99
380	5	18.84	12
380	6	16.8	12.94
380	7	20.06	8.15
380	8	15.5	11.69
380	9	21.22	8.74
380	10	14.46	9.7
380	11	21.99	9.22
380	12	13.12	9.04
380	13	22.27	9.88
380	14	12.23	9.56
380	15	23.3	11.13
380	16	10.65	9.38
380	17	24.37	12.41
380	18	9.34	10.89
380	19	25.19	13.86
380	20	7.71	11.52
380	21	25.99	15.34
380	22	6.02	12.17
380	23	26.83	16.87
380	24	4.21	12.51
380	25	27.63	18.33
380	26	2.71	13.41
380	27	28.41	19.79
380	28	1.21	13.95
380	29	28.99	20.96
390	1	20.24	13.06
390	2	20.97	9.26
390	3	19.67	14.21
390	4	1.76	1.99
390	5	18.5	12.57
390	6	17.2	13.48
390	7	19.42	8.04
390	8	15.75	12.31
390	9	20.83	8.5
390	10	14.81	10.24
390	11	21.46	8.99
390	12	13.76	8.98
390	13	22.45	9.57
390	14	12.29	9.32
390	15	22.85	10.63
390	16	11.26	9.08
390	17	23.96	11.88
390	18	9.96	10.64
390	19	24.87	13.28
390	20	8.34	11.28
390	21	25.67	14.75
390	22	6.65	11.93
390	23	26.51	16.28
390	24	4.81	12.22
390	25	27.31	17.75
390	26	3.33	13.18
390	27	28.1	19.21
390	28	1.7	13.78
390	29	28.82	20.58
400	1	20.22	12.97
400	2	21.07	9.27
400	3	19.81	14.85
400	4	1.76	2
400	5	18.16	13.15
400	6	17.6	14.02
400	7	18.76	7.96
400	8	16	12.93
400	9	20.27	8.3
400	10	15.26	10.7
400	11	21.3	8.62
400	12	14.42	8.96
400	13	22.21	9.37
400	14	12.7	9.16
400	15	22.41	10.14
400	16	11.86	8.79
400	17	23.53	11.37
400	18	10.58	10.4
400	19	24.55	12.69
400	20	8.96	11.04
400	21	25.35	14.16
400	22	7.27	11.68
400	23	26.19	15.69
400	24	5.41	11.93
400	25	26.99	17.16
400	26	3.96	12.95
400	27	27.78	18.63
400	28	2.29	13.57
400	29	28.56	20.06
400	30	1.01	14
410	1	20.24	12.89
410	2	21.37	9.13
410	3	20	15.49
410	4	1.76	2
410	5	17.82	13.72
410	6	17.99	14.56
410	7	18.1	7.88
410	8	16.24	13.55
410	9	19.64	8.27
410	10	15.79	11.08
410	11	20.87	8.35
410	12	15.08	8.96
410	13	21.91	9.09
410	14	13.28	9.06
410	15	22.37	9.75
410	16	12.45	8.5
410	17	23.08	10.88
410	18	11.21	10.16
410	19	24.17	12.14
410	20	9.58	10.79
410	21	25.03	13.57
410	22	7.9	11.45
410	23	25.87	15.1
410	24	6.01	11.63
410	25	26.67	16.57
410	26	4.58	12.71
410	27	27.47	18.04
410	28	2.9	13.34
410	29	28.26	19.5
410	30	1.33	13.88
410	31	28.94	20.84
420	1	20.26	12.83
420	2	21.29	9.08
420	3	20.19	16.07
420	4	1.76	2
420	5	17.47	14.28
420	6	18.39	15.11
420	7	17.44	7.81
420	8	16.48	14.18
420	9	18.98	8.31
420	10	16.35	11.44
420	11	20.28	8.27
420	12	15.75	8.97
420	13	21.97	8.88
420	14	13.92	9.01
420	15	22.4	9.51
420	16	13.07	8.28
420	17	22.62	10.39
420	18	11.83	9.92
420	19	23.75	11.63
420	20	10.21	10.55
420	21	24.71	12.98
420	22	8.52	11.21
420	23	25.54	14.51
420	24	6.62	11.34
420	25	26.35	15.98
420	26	5.21	12.48
420	27	27.15	17.45
420	28	3.52	13.11
420	29	27.94	18.92
420	30	1.84	13.65
420	31	28.72	20.38
430	1	20.27	12.78
430	2	21.4	9.19
430	3	20.26	16.3
430	4	1.76	2
430	5	17.22	14.86
430	6	18.63	15.44
430	7	16.77	7.75
430	8	16.63	14.79
430	9	18.32	8.39
430	10	16.93	11.77
430	11	19.64	8.28
430	12	16.42	8.98
430	13	21.83	8.61
430	14	14.58	8.99
430	15	22.13	9.31
430	16	13.72	8.24
430	17	22.27	9.95
430	18	12.33	9.67
430	19	23.3	11.13
430	20	10.83	10.3
430	21	24.37	12.41
430	22	9.15	10.96
430	23	25.22	13.92
430	24	7.22	11.05
430	25	26.03	15.39
430	26	5.84	12.24
430	27	26.83	16.87
430	28	4.14	12.88
430	29	27.63	18.34
430	30	2.41	13.38
430	31	28.44	19.84
430	32	1.1	13.98
430	33	29	20.98
440	1	20.28	12.74
440	2	21.39	9.29
440	3	20.26	16.35
440	4	1.76	2
440	5	17.26	15.48
440	6	18.7	15.53
440	7	16.1	7.68
440	8	16.5	15.36
440	9	17.66	8.49
440	10	17.51	12.08
440	11	18.98	8.33
440	12	17.09	8.99
440	13	21.46	8.35
440	14	15.25	8.99
440	15	22	8.96
440	16	14.38	8.26
440	17	22.44	9.74
440	18	12.23	9.33
440	19	22.85	10.63
440	20	11.45	10.06
440	21	23.96	11.88
440	22	9.77	10.72
440	23	24.9	13.33
440	24	7.82	10.75
440	25	25.71	14.81
440	26	6.46	12
440	27	26.51	16.28
440	28	4.77	12.64
440	29	27.31	17.75
440	30	3.01	13.09
440	31	28.13	19.27
440	32	1.54	13.84
440	33	28.85	20.63
450	1	20.28	12.72
450	2	21.52	9.25
450	3	20.23	16.31
450	4	1.76	2
450	5	17.13	16.05
450	6	18.69	15.52
450	7	15.44	7.61
450	8	16.52	15.93
450	9	17.13	8.32
450	10	17.83	12.25
450	11	18.32	8.4
450	12	17.63	9.29
450	13	20.88	8.25
450	14	15.92	9
450	15	21.83	8.7
450	16	15.04	8.31
450	17	22.3	9.49
450	18	12.57	9.15
450	19	22.42	10.16
450	20	12.07	9.82
450	21	23.53	11.37
450	22	10.39	10.47
450	23	24.58	12.75
450	24	8.42	10.46
450	25	25.38	14.22
450	26	7.09	11.76
450	27	26.19	15.69
450	28	5.4	12.4
450	29	26.99	17.16
450	30	3.61	12.8
450	31	27.82	18.69
450	32	2.11	13.63
450	33	28.59	20.12
460	1	20.28	12.7
460	2	21.58	9.24
460	3	20.2	16.26
460	4	1.76	2
460	5	17.08	16.62
460	6	18.66	15.48
460	7	14.77	7.52
460	8	16.43	16.43
460	9	16.56	8.29
460	10	17.9	12.28
460	11	17.66	8.5
460	12	18.24	9.47
460	13	20.24	8.26
460	14	16.59	9.01
460	15	21.47	8.4
460	16	15.7	8.4
460	17	22.23	9.07
460	18	13.13	9.04
460	19	22.33	9.85
460	20	12.23	9.55
460	21	23.08	10.88
460	22	11.02	10.23
460	23	24.21	12.19
460	24	9.03	10.17
460	25	25.06	13.63
460	26	7.71	11.52
460	27	25.87	15.1
460	28	6.02	12.17
460	29	26.67	16.57
460	30	4.21	12.51
460	31	27.5	18.1
460	32	2.71	13.41
460	33	28.29	19.56
460	34	1.21	13.95
460	35	28.94	20.84
470	1	20.27	12.69
470	2	21.65	9.16
470	3	20.18	16.21
470	4	1.76	2
470	5	16.98	17.15
470	6	18.63	15.43
470	7	14.12	7.4
470	8	16.39	16.87
470	9	16.52	8.19
470	10	17.88	12.27
470	11	17.09	8.48
470	12	18.88	9.5
470	13	19.59	8.3
470	14	17.18	9.21
470	15	20.9	8.29
470	16	15.78	8.67
470	17	22.13	8.78
470	18	13.77	8.98
470	19	22.4	9.6
470	20	12.3	9.3
470	21	22.62	10.39
470	22	11.64	9.99
470	23	23.79	11.68
470	24	9.63	9.88
470	25	24.74	13.04
470	26	8.34	11.28
470	27	25.54	14.51
470	28	6.65	11.93
470	29	26.35	15.98
470	30	4.81	12.22
470	31	27.18	17.51
470	32	3.33	13.18
470	33	27.98	18.98
470	34	1.7	13.78
470	35	28.72	20.38
480	1	20.27	12.68
480	2	21.71	9.2
480	3	20.17	16.17
480	4	1.76	2
480	5	16.84	17.63
480	6	18.6	15.4
480	7	13.48	7.21
480	8	16.37	17.2
480	9	16.05	8.08
480	10	17.83	12.24
480	11	16.81	8.49
480	12	19.54	9.46
480	13	18.92	8.36
480	14	17.76	9.5
480	15	20.27	8.29
480	16	16.02	8.87
480	17	21.95	8.54
480	18	14.43	8.97
480	19	22.29	9.32
480	20	12.72	9.14
480	21	22.28	9.97
480	22	12.25	9.76
480	23	23.35	11.17
480	24	10.23	9.58
480	25	24.41	12.46
480	26	8.96	11.04
480	27	25.22	13.92
480	28	7.27	11.68
480	29	26.03	15.39
480	30	5.41	11.93
480	31	26.86	16.92
480	32	3.96	12.95
480	33	27.66	18.39
480	34	2.29	13.57
480	35	28.44	19.84
480	36	29	20.99
480	37	1.01	14
490	1	20.27	12.68
490	2	21.67	9.17
490	3	20.17	16.14
490	4	1.76	2
490	5	16.58	18.06
490	6	18.58	15.36
490	7	12.87	7.03
490	8	16.46	17.37
490	9	15.42	8.14
490	10	17.78	12.22
490	11	16.53	8.44
490	12	20.2	9.39
490	13	18.26	8.43
490	14	18.39	9.56
490	15	19.62	8.33
490	16	16.35	9.17
490	17	21.57	8.48
490	18	15.09	8.97
490	19	22.3	9.02
490	20	13.32	9.02
490	21	22.41	9.8
490	22	12.19	9.45
490	23	22.9	10.68
490	24	10.83	9.29
490	25	24.01	11.93
490	26	9.58	10.79
490	27	24.9	13.33
490	28	7.9	11.45
490	29	25.71	14.81
490	30	6.01	11.63
490	31	26.54	16.34
490	32	4.58	12.71
490	33	27.34	17.81
490	34	2.9	13.34
490	35	28.13	19.27
490	36	28.87	20.67
490	37	1.34	13.9
500	1	20.27	12.67
500	2	21.75	9.27
500	3	20.16	16.11
500	4	1.76	2
500	5	16.11	18.22
500	6	18.56	15.34
500	7	12.25	7.08
500	8	16.78	17.58
500	9	14.8	8.31
500	10	17.74	12.19
500	11	16.14	8.35
500	12	20.83	9.26
500	13	17.6	8.53
500	14	19.05	9.53
500	15	18.96	8.39
500	16	16.78	9.46
500	17	21.16	8.66
500	18	15.76	8.99
500	19	22.19	8.75
500	20	13.97	8.97
500	21	22.34	9.6
500	22	12.39	9.2
500	23	22.46	10.22
500	24	11.44	9
500	25	23.57	11.42
500	26	10.21	10.55
500	27	24.58	12.75
500	28	8.52	11.21
500	29	25.38	14.22
500	30	6.62	11.34
500	31	26.22	15.75
500	32	5.21	12.48
500	33	27.02	17.22
500	34	3.52	13.11
500	35	27.82	18.69
500	36	28.62	20.17
500	37	1.87	13.72
510	1	20.27	12.67
510	2	21.79	9.12
510	3	20.16	16.09
510	4	1.76	2
510	5	15.6	18.04
510	6	18.55	15.32
510	7	11.62	6.95
510	8	17.22	17.93
510	9	14.21	8.38
510	10	17.7	12.17
510	11	15.61	8.36
510	12	21.28	9.39
510	13	16.94	8.65
510	14	19.71	9.47
510	15	18.29	8.45
510	16	17.36	9.53
510	17	20.91	8.62
510	18	16.42	9.11
510	19	21.94	8.55
510	20	14.6	9.11
510	21	22.4	9.25
510	22	12.89	9.05
510	23	22.31	9.98
510	24	12.04	8.7
510	25	23.12	10.93
510	26	10.83	10.3
510	27	24.21	12.19
510	28	9.15	10.96
510	29	25.06	13.63
510	30	7.22	11.05
510	31	25.9	15.16
510	32	5.84	12.24
510	33	26.7	16.63
510	34	4.14	12.88
510	35	27.5	18.1
510	36	28.32	19.61
510	37	2.47	13.5
510	38	28.96	20.87
510	39	1.1	13.98
520	1	20.27	12.67
520	2	22	9.18
520	3	20.16	16.08
520	4	1.76	2
520	5	15.27	17.73
520	6	18.54	15.31
520	7	11.01	6.71
520	8	17.69	18.35
520	9	13.61	8.42
520	10	17.68	12.16
520	11	15.01	8.49
520	12	21.35	9.2
520	13	16.45	8.47
520	14	20.36	9.39
520	15	17.63	8.54
520	16	18	9.53
520	17	20.66	8.88
520	18	16.93	9.49
520	19	21.56	8.31
520	20	15.25	9.3
520	21	22.64	9.02
520	22	13.5	9.01
520	23	22.39	9.75
520	24	12.63	8.41
520	25	22.67	10.44
520	26	11.45	10.06
520	27	23.79	11.68
520	28	9.77	10.72
520	29	24.74	13.04
520	30	7.82	10.75
520	31	25.58	14.57
520	32	6.46	12
520	33	26.38	16.04
520	34	4.77	12.64
520	35	27.18	17.51
520	36	28.01	19.04
520	37	3.08	13.27
520	38	28.75	20.43
520	39	1.54	13.84
530	1	20.27	12.67
530	2	22.07	9.17
530	3	20.16	16.07
530	4	1.76	2
530	5	15.18	17.62
530	6	18.54	15.3
530	7	10.41	6.43
530	8	18.16	18.8
530	9	13.52	8.51
530	10	17.66	12.15
530	11	14.4	8.68
530	12	21.49	9.08
530	13	15.88	8.46
530	14	20.45	9.57
530	15	16.97	8.65
530	16	18.66	9.48
530	17	20.57	8.87
530	18	17.51	9.66
530	19	21.17	8.5
530	20	15.91	9.36
530	21	22.62	8.78
530	22	13.99	9.39
530	23	22.52	9.59
530	24	12.77	8.16
530	25	22.32	10.25
530	26	12.08	9.82
530	27	23.35	11.17
530	28	10.39	10.47
530	29	24.41	12.46
530	30	8.42	10.46
530	31	25.26	13.98
530	32	7.09	11.76
530	33	26.06	15.45
530	34	5.4	12.4
530	35	26.86	16.92
530	36	27.69	18.45
530	37	3.71	13.04
530	38	28.47	19.9
530	39	2.11	13.63
530	40	29	20.99
540	1	20.27	12.67
540	2	22.2	9.26
540	3	20.17	16.07
540	4	1.76	1.99
540	5	15.19	17.59
540	6	18.53	15.3
540	7	9.82	6.13
540	8	18.5	19.14
540	9	13.25	8.74
540	10	17.65	12.14
540	11	13.93	8.92
540	12	21.58	9.09
540	13	15.27	8.6
540	14	20.34	9.67
540	15	16.32	8.74
540	16	19.32	9.42
540	17	20.31	9
540	18	18.15	9.67
540	19	20.91	8.71
540	20	16.57	9.41
540	21	22.34	8.46
540	22	14.49	9.8
540	23	22.7	9.62
540	24	12.94	8.04
540	25	22.42	10.14
540	26	12.24	9.52
540	27	22.9	10.68
540	28	11.02	10.23
540	29	24.01	11.93
540	30	9.03	10.17
540	31	24.94	13.39
540	32	7.71	11.52
540	33	25.74	14.86
540	34	6.02	12.17
540	35	26.54	16.34
540	36	27.37	17.87
540	37	4.33	12.81
540	38	28.16	19.33
540	39	2.71	13.41
540	40	28.87	20.67
540	41	1.21	13.95
550	1	20.27	12.67
550	2	22.35	9.38
550	3	20.17	16.06
550	4	2.01	2.09
550	5	15.23	17.6
550	6	18.53	15.29
550	7	9.22	5.83
550	8	18.6	19.24
550	9	12.64	8.93
550	10	17.64	12.14
550	11	13.53	9.19
550	12	21.72	9.15
550	13	14.65	8.8
550	14	20.46	9.85
550	15	15.67	8.79
550	16	19.68	9.56
550	17	20.21	9.07
550	18	18.81	9.62
550	19	20.8	9.06
550	20	17.24	9.49
550	21	21.84	8.24
550	22	14.91	10.31
550	23	22.96	9.57
550	24	13.42	8.02
550	25	22.24	9.94
550	26	12.28	9.29
550	27	22.66	10.44
550	28	11.64	9.99
550	29	23.57	11.42
550	30	9.63	9.88
550	31	24.62	12.8
550	32	8.34	11.28
550	33	25.42	14.28
550	34	6.65	11.93
550	35	26.22	15.75
550	36	27.05	17.28
550	37	4.96	12.57
550	38	27.85	18.75
550	39	3.33	13.18
550	40	28.62	20.17
550	41	1.7	13.78
560	1	20.27	12.67
560	2	22.6	9.18
560	3	20.17	16.06
560	4	2.48	2.33
560	5	15.28	17.62
560	6	18.53	15.29
560	7	8.62	5.53
560	8	18.6	19.24
560	9	12.47	8.71
560	10	17.63	12.13
560	11	13	9.34
560	12	21.91	9.16
560	13	14.02	9.03
560	14	20.47	9.8
560	15	15.02	8.91
560	16	19.89	9.82
560	17	20.05	9.19
560	18	19.33	9.5
560	19	20.96	9.36
560	20	17.91	9.48
560	21	21.24	8.12
560	22	15.41	10.74
560	23	23.04	9.65
560	24	14.03	8.05
560	25	22.32	9.78
560	26	12.4	9.31
560	27	22.61	10.48
560	28	12.07	10.04
560	29	23.13	10.93
560	30	10.23	9.58
560	31	24.25	12.25
560	32	8.96	11.04
560	33	25.1	13.69
560	34	7.27	11.68
560	35	25.9	15.16
560	36	26.73	16.69
